"","nearestBuilding","distToNearestBuilding"
"1723",NA,0
"1724",NA,0
"1725",NA,0
"1726",NA,0
"1727","Central Heating Plant",0
"1728",NA,0
"1729",NA,0
"1730",NA,0
"1731",NA,0
"1732",NA,0
"1733",NA,0
"1734",NA,0
"1735",NA,0
"1736",NA,0
"1737",NA,0
"1738",NA,0
"1739",NA,0
"1740",NA,0
"1741",NA,0
"1742",NA,0
"1743",NA,0
"1744",NA,0
"1745",NA,0
"1746",NA,0
"1747",NA,0
"1748",NA,0
"1749",NA,0
"1750",NA,0
"1751",NA,0
"1752",NA,0
"1753",NA,0
"1754",NA,0
"1755",NA,0
"1756",NA,0
"1757",NA,0
"1758",NA,0
"1759",NA,0
"1760",NA,0
"1761",NA,0
"1762",NA,0
"1763",NA,0
"1764",NA,0
"1765",NA,0
"1766",NA,0
"1767",NA,0
"1768",NA,0
"1769",NA,0
"1770",NA,0
"1771",NA,0
"1772",NA,0
"1773",NA,0
"1774",NA,0
"1775",NA,0
"1776",NA,0
"1777",NA,0
"1778",NA,0
"1779",NA,0
"1780",NA,0
"1781",NA,0
"1782",NA,0
"1783",NA,0
"1784",NA,0
"1785",NA,0
"1786",NA,0
"1787",NA,0
"1788",NA,0
"1789",NA,0
"1790",NA,0
"1791",NA,0
"1792",NA,0
"1793",NA,0
"1794",NA,0
"1795",NA,0
"1796",NA,0
"1797",NA,0
"1798",NA,0
"1799",NA,0
"1800",NA,0
"1801",NA,0
"1802","Clinical & Translational Research",0
"1803",NA,0
"1804","Clinical & Translational Research",0
"1805","Clinical & Translational Research",0
"1806","Clinical & Translational Research",0
"1807","University Childcare Center",0
"1808","Clinical & Translational Research",0
"1809","Clinical & Translational Research",0
"1810","Clinical & Translational Research",0
"1811",NA,0
"1812","Clinical & Translational Research",0
"1813",NA,0
"1814","Clinical & Translational Research",0
"1815",NA,0
"1816","Clinical & Translational Research",0
"1817",NA,0
"1818",NA,0
"1819","Clinical & Translational Research",0
"1820",NA,0
"1821","Clinical & Translational Research",0
"1822","University Childcare Center",0
"1823",NA,0
"1824",NA,0
"1825","Clinical & Translational Research",0
"1826","Clinical & Translational Research",0
"1827","Clinical & Translational Research",0
"1828",NA,0
"1829",NA,0
"1830","Clinical & Translational Research",0
"1831","Clinical & Translational Research",0
"1832",NA,0
"1833",NA,0
"1834",NA,0
"1835",NA,0
"1836","Clinical & Translational Research",0
"1837","Clinical & Translational Research",0
"1838",NA,0
"1839",NA,0
"1840","University Childcare Center",0
"1841",NA,0
"1842","University Childcare Center",0
"1843","University Childcare Center",0
"1844",NA,0
"1845","University Childcare Center",0
"1846",NA,0
"1847",NA,0
"1848",NA,0
"1849",NA,0
"1850","University Childcare Center",0
"1851",NA,0
"1852","Clinical & Translational Research",0
"1853",NA,0
"1854","University Childcare Center",0
"1855",NA,0
"1856",NA,0
"1857",NA,0
"1858",NA,0
"1859",NA,0
"1860",NA,0
"1861",NA,0
"1862",NA,0
"1863",NA,0
"1864",NA,0
"1865",NA,0
"1866","University Childcare Center",0
"1867",NA,0
"1868","University Childcare Center",0
"1869",NA,0
"1870",NA,0
"1871",NA,0
"1872","University Childcare Center",0
"1873",NA,0
"1874",NA,0
"1875",NA,0
"1876",NA,0
"1877",NA,0
"1878",NA,0
"1879",NA,0
"1880","Deca Office Building",0
"1881",NA,0
"1882",NA,0
"1883",NA,0
"1884",NA,0
"1885",NA,0
"1886",NA,0
"1887",NA,0
"1888",NA,0
"1889","Deca Office Building",0
"1890","Deca Office Building",0
"1891",NA,0
"1892",NA,0
"1893","University Childcare Center",0
"1894","Deca Office Building",0
"1895",NA,0
"1896","Deca Office Building",0
"1897",NA,0
"1898",NA,0
"1899",NA,0
"1900","Deca Office Building",0
"1901",NA,0
"1902",NA,0
"1903",NA,0
"1904",NA,0
"1905",NA,0
"1906",NA,0
"1907",NA,0
"1908",NA,0
"1909",NA,0
"1910",NA,0
"1911",NA,0
"1912",NA,0
"1913",NA,0
"1914",NA,0
"1915",NA,0
"1916",NA,0
"1917",NA,0
"1918",NA,0
"1919",NA,0
"1920",NA,0
"1921",NA,0
"1922",NA,0
"1923",NA,0
"1924",NA,0
"1925",NA,0
"1926",NA,0
"1927",NA,0
"1928",NA,0
"1929",NA,0
"1930",NA,0
"1931",NA,0
"1932",NA,0
"1933",NA,0
"1934",NA,0
"1935",NA,0
"1936",NA,0
"1937",NA,0
"1938",NA,0
"1939",NA,0
"1940",NA,0
"1941",NA,0
"1942",NA,0
"1943",NA,0
"1944",NA,0
"1945",NA,0
"1946",NA,0
"1947",NA,0
"1948",NA,0
"1949",NA,0
"1950",NA,0
"1951",NA,0
"1952",NA,0
"1953",NA,0
"1954",NA,0
"1955",NA,0
"1956",NA,0
"1957",NA,0
"1958",NA,0
"1959",NA,0
"1960",NA,0
"1961",NA,0
"1962",NA,0
"1963",NA,0
"1964",NA,0
"1965",NA,0
"1966",NA,0
"1967",NA,0
"1968",NA,0
"1969",NA,0
"1970",NA,0
"1971",NA,0
"1972","Facilities Management HSC Annex",0
"1973","Facilities Management HSC Annex",0
"1974",NA,0
"1975","Facilities Management HSC Annex",0
"1976","Facilities Management HSC Annex",0
"1977","Facilities Management HSC Annex",0
"1978","Facilities Management HSC Annex",0
"1979","Facilities Management HSC Annex",0
"1980","Facilities Management HSC Annex",0
"1981","Facilities Management HSC Annex",0
"1982","Facilities Management HSC Annex",0
"1983","Facilities Management HSC Annex",0
"1984","Facilities Management HSC Annex",0
"1985","Facilities Management HSC Annex",0
"1986","Facilities Management HSC Annex",0
"1987",NA,0
"1988",NA,0
"1989","Morris Hall",0
"1990","Morris Hall",0
"1991","Morris Hall",0
"1992","Morris Hall",0
"1993","Morris Hall",0
"1994","Morris Hall",0
"1995","Morris Hall",0
"1996","Morris Hall",0
"1997","Morris Hall",0
"1998","Morris Hall",0
"1999","Morris Hall",0
"2000","Morris Hall",0
"2001","Morris Hall",0
"2002","Morris Hall",0
"2003","River's Crossing",0
"2004","River's Crossing",0
"2005","River's Crossing",0
"2006","River's Crossing",0
"2007","River's Crossing",0
"2008","River's Crossing",0
"2009","Sigma Delta Tau Sorority",0
"2010","Sigma Delta Tau Sorority",0
"2011","Sigma Delta Tau Sorority",0
"2012","Sigma Delta Tau Sorority",0
"2013","Sigma Delta Tau Sorority",0
"2014","Sigma Delta Tau Sorority",0
"2015","Sigma Delta Tau Sorority",0
"2016","Sigma Delta Tau Sorority",0
"2017","Sigma Delta Tau Sorority",0
"2018","Sigma Delta Tau Sorority",0
"2019","Sigma Delta Tau Sorority",0
"2020","Sigma Delta Tau Sorority",0
"2021","Sigma Delta Tau Sorority",0
"2022","Sigma Delta Tau Sorority",0
"2023","Sigma Delta Tau Sorority",0
"2024","Sigma Delta Tau Sorority",0
"2025","Sigma Delta Tau Sorority",0
"2026","Sigma Delta Tau Sorority",0
"2027","Sigma Delta Tau Sorority",0
"2028","Sigma Delta Tau Sorority",0
"2029","Sigma Delta Tau Sorority",0
"2030","Sigma Delta Tau Sorority",0
"2031","Sigma Delta Tau Sorority",0
"2032","Sigma Delta Tau Sorority",0
"2033","Sigma Delta Tau Sorority",0
"2034","Sigma Delta Tau Sorority",0
"2035","Sigma Delta Tau Sorority",0
"2036","International Education Building",0
"2037","International Education Building",0
"2038","International Education Building",0
"2039","International Education Building",0
"2040","International Education Building",0
"2041","International Education Building",0
"2042","International Education Building",0
"2043","International Education Building",0
"2044","International Education Building",0
"2045","International Education Building",0
"2046","International Education Building",0
"2047","International Education Building",0
"2048","International Education Building",0
"2049",NA,0
"2050",NA,0
"2051","International Education Building",0
"2052",NA,0
"2053",NA,0
"2054",NA,0
"2055",NA,0
"2056",NA,0
"2057",NA,0
"2058",NA,0
"2059",NA,0
"2060",NA,0
"2061",NA,0
"2062",NA,0
"2063",NA,0
"2064",NA,0
"2065",NA,0
"2066",NA,0
"2067",NA,0
"2068",NA,0
"2069",NA,0
"2070",NA,0
"2071",NA,0
"2072",NA,0
"2073",NA,0
"2074","Office of Service-Learning",0
"2075",NA,0
"2076","Office of Service-Learning",0
"2077","Office of Service-Learning",0
"2078",NA,0
"2079",NA,0
"2080","Office of Service-Learning",0
"2081",NA,0
"2082","Office of Service-Learning",0
"2083","Office of Service-Learning",0
"2084","Office of Service-Learning",0
"2085","Office of Service-Learning",0
"2086","Office of Service-Learning",0
"2087","Office of Service-Learning",0
"2088","Office of Service-Learning",0
"2089","Office of Service-Learning",0
"2090","Auxiliary Services",0
"2091","Auxiliary Services",0
"2092","Auxiliary Services",0
"2093","Auxiliary Services",0
"2094","Auxiliary Services",0
"2095","Auxiliary Services",0
"2096","Auxiliary Services",0
"2097","Auxiliary Services",0
"2098","Auxiliary Services",0
"2099","Auxiliary Services",0
"2100","Auxiliary Services",0
"2101","Auxiliary Services",0
"2102","Auxiliary Services",0
"2103","Auxiliary Services",0
"2104","Auxiliary Services",0
"2105","Auxiliary Services",0
"2106","Auxiliary Services",0
"2107","Auxiliary Services",0
"2108","Auxiliary Services",0
"2109","Auxiliary Services",0
"2110","Oglethorpe Dining Commons",0
"2111","Oglethorpe Dining Commons",0
"2112","Oglethorpe Dining Commons",0
"2113","Oglethorpe Dining Commons",0
"2114","Oglethorpe Dining Commons",0
"2115","Oglethorpe Dining Commons",0
"2116","Oglethorpe Dining Commons",0
"2117","Oglethorpe Dining Commons",0
"2118","Oglethorpe Dining Commons",0
"2119","Oglethorpe Dining Commons",0
"2120","Oglethorpe Dining Commons",0
"2121","Oglethorpe Dining Commons",0
"2122","Oglethorpe Dining Commons",0
"2123","Oglethorpe Dining Commons",0
"2124","Oglethorpe Dining Commons",0
"2125","Oglethorpe Dining Commons",0
"2126","Oglethorpe Dining Commons",0
"2127","Oglethorpe Dining Commons",0
"2128","Oglethorpe Dining Commons",0
"2129","Oglethorpe Dining Commons",0
"2130","Oglethorpe Dining Commons",0
"2131","Oglethorpe Dining Commons",0
"2132","Oglethorpe Dining Commons",0
"2133","Oglethorpe Dining Commons",0
"2134","Oglethorpe Dining Commons",0
"2135","Oglethorpe Dining Commons",0
"2136","Oglethorpe Dining Commons",0
"2137","Oglethorpe Dining Commons",0
"2138","Oglethorpe Dining Commons",0
"2139","Oglethorpe Dining Commons",0
"2140","Oglethorpe Dining Commons",0
"2141","Oglethorpe Dining Commons",0
"2142","Oglethorpe Dining Commons",0
"2143","Oglethorpe Dining Commons",0
"2144","Oglethorpe Dining Commons",0
"2145","Oglethorpe Dining Commons",0
"2146","Oglethorpe House",0
"2147","Oglethorpe House",0
"2148","Oglethorpe House",0
"2149","Oglethorpe House",0
"2150","Oglethorpe House",0
"2151","Oglethorpe House",0
"2152","Oglethorpe House",0
"2153","Oglethorpe House",0
"2154","Oglethorpe House",0
"2155","Oglethorpe House",0
"2156","Oglethorpe House",0
"2157","Oglethorpe House",0
"2158","Oglethorpe House",0
"2159","Oglethorpe House",0
"2160","Oglethorpe House",0
"2161","Oglethorpe House",0
"2162","Oglethorpe House",0
"2163","Oglethorpe House",0
"2164","Oglethorpe House",0
"2165","Oglethorpe House",0
"2166","Oglethorpe House",0
"2167","Oglethorpe House",0
"2168",NA,0
"2169",NA,0
"2170",NA,0
"2171",NA,0
"2172","West Campus Deck",0
"2173","West Campus Deck",0
"2174","West Campus Deck",0
"2175","West Campus Deck",0
"2176","West Campus Deck",0
"2177","West Campus Deck",0
"2178","West Campus Deck",0
"2179","West Campus Deck",0
"2180","West Campus Deck",0
"2181","West Campus Deck",0
"2182","West Campus Deck",0
"2183","West Campus Deck",0
"2184","West Campus Deck",0
"2185","West Campus Deck",0
"2186","West Campus Deck",0
"2187","West Campus Deck",0
"2188","West Campus Deck",0
"2189","West Campus Deck",0
"2190","West Campus Deck",0
"2191","West Campus Deck",0
"2192","West Campus Deck",0
"2193","West Campus Deck",0
"2194","West Campus Deck",0
"2195","West Campus Deck",0
"2196","West Campus Deck",0
"2197","West Campus Deck",0
"2198","West Campus Deck",0
"2199","West Campus Deck",0
"2200","West Campus Deck",0
"2201","West Campus Deck",0
"2202","West Campus Deck",0
"2203","West Campus Deck",0
"2204","West Campus Deck",0
"2205","West Campus Deck",0
"2206","West Campus Deck",0
"2207","West Campus Deck",0
"2208","West Campus Deck",0
"2209","West Campus Deck",0
"2210","West Campus Deck",0
"2211","West Campus Deck",0
"2212","West Campus Deck",0
"2213","West Campus Deck",0
"2214","West Campus Deck",0
"2215","West Campus Deck",0
"2216","West Campus Deck",0
"2217","West Campus Deck",0
"2218","West Campus Deck",0
"2219","West Campus Deck",0
"2220","West Campus Deck",0
"2221","West Campus Deck",0
"2222","West Campus Deck",0
"2223","West Campus Deck",0
"2224","West Campus Deck",0
"2225","West Campus Deck",0
"2226","West Campus Deck",0
"2227","West Campus Deck",0
"2228","West Campus Deck",0
"2229","West Campus Deck",0
"2230",NA,0
"2231",NA,0
"2232",NA,0
"2233",NA,0
"2234",NA,0
"2235",NA,0
"2236",NA,0
"2237",NA,0
"2238",NA,0
"2239",NA,0
"2240",NA,0
"2241",NA,0
"2242",NA,0
"2243",NA,0
"2244",NA,0
"2245",NA,0
"2246",NA,0
"2247",NA,0
"2248",NA,0
"2249",NA,0
"2250",NA,0
"2251",NA,0
"2252",NA,0
"2253",NA,0
"2254",NA,0
"2255",NA,0
"2256",NA,0
"2257",NA,0
"2258",NA,0
"2259",NA,0
"2260",NA,0
"2261",NA,0
"2262",NA,0
"2263",NA,0
"2264",NA,0
"2265",NA,0
"2266",NA,0
"2267",NA,0
"2268",NA,0
"2269",NA,0
"2270",NA,0
"2271",NA,0
"2272",NA,0
"2273",NA,0
"2274",NA,0
"2275",NA,0
"2276",NA,0
"2277",NA,0
"2278",NA,0
"2279",NA,0
"2280",NA,0
"2281",NA,0
"2282",NA,0
"2283",NA,0
"2284",NA,0
"2285",NA,0
"2286",NA,0
"2287",NA,0
"2288",NA,0
"2289",NA,0
"2290",NA,0
"2291",NA,0
"2292",NA,0
"2293",NA,0
"2294",NA,0
"2295",NA,0
"2296",NA,0
"2297",NA,0
"2298",NA,0
"2299",NA,0
"2300",NA,0
"2301",NA,0
"2302",NA,0
"2303",NA,0
"2304",NA,0
"2305",NA,0
"2306",NA,0
"2307",NA,0
"2308",NA,0
"2309",NA,0
"2310",NA,0
"2311",NA,0
"2312",NA,0
"2313",NA,0
"2314",NA,0
"2315",NA,0
"2316",NA,0
"2317",NA,0
"2318",NA,0
"2319",NA,0
"2320",NA,0
"2321",NA,0
"2322",NA,0
"2323",NA,0
"2324",NA,0
"2325",NA,0
"2326",NA,0
"2327",NA,0
"2328",NA,0
"2329",NA,0
"2330",NA,0
"2331",NA,0
"2332",NA,0
"2333",NA,0
"2334",NA,0
"2335",NA,0
"2336",NA,0
"2337",NA,0
"2338",NA,0
"2339",NA,0
"2340",NA,0
"2341",NA,0
"2342",NA,0
"2343",NA,0
"2344",NA,0
"2345",NA,0
"2346",NA,0
"2347",NA,0
"2348",NA,0
"2349",NA,0
"2350",NA,0
"2351",NA,0
"2352",NA,0
"2353",NA,0
"2354",NA,0
"2355",NA,0
"2356",NA,0
"2357",NA,0
"2358",NA,0
"2359",NA,0
"2360",NA,0
"2361",NA,0
"2362",NA,0
"2363",NA,0
"2364",NA,0
"2365",NA,0
"2366",NA,0
"2367",NA,0
"2368",NA,0
"2369",NA,0
"2370",NA,0
"2371",NA,0
"2372","Rogers Road Building S",0
"2373","Rogers Road Building S",0
"2374","Rogers Road Building S",0
"2375","Rogers Road Building S",0
"2376","Rogers Road Building S",0
"2377","Rogers Road Building S",0
"2378","Rogers Road Building S",0
"2379","Rogers Road Building S",0
"2380","Rogers Road Building S",0
"2381","Rogers Road Building S",0
"2382","Rogers Road Building R",0
"2383","Rogers Road Building S",0
"2384","Rogers Road Building R",0
"2385","Rogers Road Building S",0
"2386","Rogers Road Building R",0
"2387","Rogers Road Building R",0
"2388","Rogers Road Building R",0
"2389","Rogers Road Building R",0
"2390","Rogers Road Building R",0
"2391","Rogers Road Building R",0
"2392","Rogers Road Building R",0
"2393","Rogers Road Building R",0
"2394","Rogers Road Building R",0
"2395","Rogers Road Building R",0
"2396","Rogers Road Building Q",0
"2397","Rogers Road Building R",0
"2398","Rogers Road Building R",0
"2399","Rogers Road Building Q",0
"2400","Rogers Road Building R",0
"2401","Rogers Road Building R",0
"2402","Rogers Road Building Q",0
"2403","Rogers Road Building Q",0
"2404","Rogers Road Building Q",0
"2405","Rogers Road Building Q",0
"2406","Rogers Road Building Q",0
"2407","Rogers Road Building Q",0
"2408","Rogers Road Building Q",0
"2409","Rogers Road Building Q",0
"2410","Rogers Road Building Q",0
"2411","Rogers Road Building Q",0
"2412","Rogers Road Building Q",0
"2413","Rogers Road Building Q",0
"2414","Rogers Road Building P",0
"2415","Rogers Road Building Q",0
"2416","Rogers Road Building Q",0
"2417","Rogers Road Building P",0
"2418","Rogers Road Building P",0
"2419","Rogers Road Building P",0
"2420","Rogers Road Building P",0
"2421","Rogers Road Building P",0
"2422","Rogers Road Building P",0
"2423","Rogers Road Building P",0
"2424","Rogers Road Building N",0
"2425","Rogers Road Building N",0
"2426","Rogers Road Building N",0
"2427","Rogers Road Building N",0
"2428","Rogers Road Building N",0
"2429","Rogers Road Building N",0
"2430","Rogers Road Building N",0
"2431","Rogers Road Building P",0
"2432","Rogers Road Building N",0
"2433","Rogers Road Building P",0
"2434","Rogers Road Building N",0
"2435","Rogers Road Building P",0
"2436","Rogers Road Building P",0
"2437","Rogers Road Building P",0
"2438","Rogers Road Building P",0
"2439","Rogers Road Building N",0
"2440","Rogers Road Building N",0
"2441","Rogers Road Building N",0
"2442","Rogers Road Building N",0
"2443","Rogers Road Building N",0
"2444","Rogers Road Building N",0
"2445","Rogers Road Building N",0
"2446","Rogers Road Building N",0
"2447","Rogers Road Building N",0
"2448","Rogers Road Building N",0
"2449","Rogers Road Building M",0
"2450","Rogers Road Building M",0
"2451","Rogers Road Building M",0
"2452","Rogers Road Building N",0
"2453","Rogers Road Building M",0
"2454","Rogers Road Building M",0
"2455","Rogers Road Building M",0
"2456","Rogers Road Building N",0
"2457","Rogers Road Building M",0
"2458","Rogers Road Building M",0
"2459","Rogers Road Building M",0
"2460","Rogers Road Building M",0
"2461","Rogers Road Building M",0
"2462","Brandon Oaks Building V",0
"2463","Rogers Road Building M",0
"2464","Brandon Oaks Building V",0
"2465","Brandon Oaks Building V",0
"2466","Brandon Oaks Building V",0
"2467","Brandon Oaks Building V",0
"2468","Brandon Oaks Building V",0
"2469","Brandon Oaks Building V",0
"2470","Brandon Oaks Building V",0
"2471","Brandon Oaks Building V",0
"2472","Brandon Oaks Building V",0
"2473","Brandon Oaks Building V",0
"2474","Brandon Oaks Building V",0
"2475","Brandon Oaks Building V",0
"2476","Brandon Oaks Building V",0
"2477","Brandon Oaks Building V",0
"2478","Brandon Oaks Building V",0
"2479","Brandon Oaks Building V",0
"2480","Brandon Oaks Building V",0
"2481","Brandon Oaks Building V",0
"2482","Brandon Oaks Building V",0
"2483","Brandon Oaks Building V",0
"2484","Brandon Oaks Building V",0
"2485","Brandon Oaks Building V",0
"2486","Brandon Oaks Building V",0
"2487","Brandon Oaks Building V",0
"2488","Rogers Road Building M",0
"2489","Brandon Oaks Building V",0
"2490","Rogers Road Building M",0
"2491","Brandon Oaks Building U",0
"2492","Rogers Road Building M",0
"2493","Rogers Road Building M",0
"2494","Brandon Oaks Building U",0
"2495","Brandon Oaks Building T",0
"2496","Brandon Oaks Building U",0
"2497","Brandon Oaks Building T",0
"2498","Brandon Oaks Building U",0
"2499","Brandon Oaks Building U",0
"2500","Brandon Oaks Building U",0
"2501","Brandon Oaks Building T",0
"2502","Brandon Oaks Building U",0
"2503","Brandon Oaks Building T",0
"2504","Brandon Oaks Building U",0
"2505","Brandon Oaks Building U",0
"2506","Brandon Oaks Building T",0
"2507","Brandon Oaks Building U",0
"2508","Brandon Oaks Building U",0
"2509","Brandon Oaks Building T",0
"2510","Brandon Oaks Building U",0
"2511","Brandon Oaks Building U",0
"2512","Brandon Oaks Building T",0
"2513","Brandon Oaks Building U",0
"2514","Brandon Oaks Building T",0
"2515","Brandon Oaks Building T",0
"2516","Brandon Oaks Building T",0
"2517","Brandon Oaks Building T",0
"2518","Brandon Oaks Building U",0
"2519","Brandon Oaks Building T",0
"2520","Brandon Oaks Building U",0
"2521","Brandon Oaks Building T",0
"2522","Brandon Oaks Building T",0
"2523","Brandon Oaks Building U",0
"2524","Brandon Oaks Building T",0
"2525","Brandon Oaks Building T",0
"2526","Brandon Oaks Building U",0
"2527","Brandon Oaks Building U",0
"2528","Brandon Oaks Building U",0
"2529","Brandon Oaks Building T",0
"2530","Brandon Oaks Building T",0
"2531","Brandon Oaks Building U",0
"2532","Brandon Oaks Building U",0
"2533","Brandon Oaks Building T",0
"2534","Brandon Oaks Building U",0
"2535","Brandon Oaks Building T",0
"2536","Brandon Oaks Building T",0
"2537","Brandon Oaks Building U",0
"2538","Rogers Road Building M",0
"2539","Brandon Oaks Building T",0
"2540","Brandon Oaks Building T",0
"2541","Brandon Oaks Building T",0
"2542","Brandon Oaks Building T",0
"2543","Brandon Oaks Building U",0
"2544","Brandon Oaks Building T",0
"2545","Brandon Oaks Building T",0
"2546","Brandon Oaks Building U",0
"2547","Brandon Oaks Building U",0
"2548","Rogers Road Building M",0
"2549","Rogers Road Building M",0
"2550","Rogers Road Building M",0
"2551","Brandon Oaks Building U",0
"2552","Brandon Oaks Building U",0
"2553","Brandon Oaks Building T",0
"2554","Brandon Oaks Building U",0
"2555","Brandon Oaks Building U",0
"2556","Brandon Oaks Building T",0
"2557","Rogers Road Building M",0
"2558","Rogers Road Building M",0
"2559","Brandon Oaks Building T",0
"2560","Brandon Oaks Building U",0
"2561","Brandon Oaks Building T",0
"2562","Brandon Oaks Building U",0
"2563","Brandon Oaks Building T",0
"2564","Brandon Oaks Building T",0
"2565","Brandon Oaks Building T",0
"2566","Brandon Oaks Building U",0
"2567","Rogers Road Building M",0
"2568","Rogers Road Building M",0
"2569","Communication Hut",0
"2570","Communication Hut",0
"2571","Communication Hut",0
"2572","Communication Hut",0
"2573","Omega Tau Sigma Fraternity",0
"2574","Omega Tau Sigma Fraternity",0
"2575","Omega Tau Sigma Fraternity",0
"2576","Omega Tau Sigma Fraternity",0
"2577","Omega Tau Sigma Fraternity",0
"2578","Omega Tau Sigma Fraternity",0
"2579","Alpha Psi Veterinary Fraternity",0
"2580","Omega Tau Sigma Fraternity",0
"2581","Alpha Psi Veterinary Fraternity",0
"2582","Alpha Psi Veterinary Fraternity",0
"2583","Alpha Psi Veterinary Fraternity",0
"2584","Omega Tau Sigma Fraternity",0
"2585","Omega Tau Sigma Fraternity",0
"2586","Alpha Psi Veterinary Fraternity",0
"2587","Alpha Psi Veterinary Fraternity",0
"2588","Alpha Psi Veterinary Fraternity",0
"2589","Alpha Psi Veterinary Fraternity",0
"2590","Alpha Psi Veterinary Fraternity",0
"2591","Tennis Court Restrooms",0
"2592","Tennis Court Restrooms",0
"2593","Tennis Court Restrooms",0
"2594","Alpha Psi Veterinary Fraternity",0
"2595","Omega Tau Sigma Fraternity",0
"2596","Alpha Psi Veterinary Fraternity",0
"2597","Alpha Psi Veterinary Fraternity",0
"2598","Alpha Psi Veterinary Fraternity",0
"2599","Omega Tau Sigma Fraternity",0
"2600","Alpha Psi Veterinary Fraternity",0
"2601","Omega Tau Sigma Fraternity",0
"2602","Omega Tau Sigma Fraternity",0
"2603","Omega Tau Sigma Fraternity",0
"2604","Alpha Psi Veterinary Fraternity",0
"2605","Alpha Psi Veterinary Fraternity",0
"2606","Tennis Court Restrooms",0
"2607","Tennis Court Restrooms",0
"2608","Alpha Psi Veterinary Fraternity",0
"2609","Alpha Psi Veterinary Fraternity",0
"2610","Tennis Court Restrooms",0
"2611","Tennis Court Restrooms",0
"2612","Tennis Court Restrooms",0
"2613","Tennis Court Restrooms",0
"2614","Tennis Court Restrooms",0
"2615","Henry Feild Tennis Stadium",0
"2616","Henry Feild Tennis Stadium",0
"2617","Henry Feild Tennis Stadium",0
"2618","Henry Feild Tennis Stadium",0
"2619","Henry Feild Tennis Stadium",0
"2620","Henry Feild Tennis Stadium",0
"2621","Henry Feild Tennis Stadium",0
"2622","Henry Feild Tennis Stadium",0
"2623","Henry Feild Tennis Stadium",0
"2624","Henry Feild Tennis Stadium",0
"2625","Henry Feild Tennis Stadium",0
"2626","Men's Tennis Clubhouse",0
"2627","Men's Tennis Clubhouse",0
"2628","Men's Tennis Clubhouse",0
"2629","Men's Tennis Clubhouse",0
"2630","Men's Tennis Clubhouse",0
"2631","Men's Tennis Clubhouse",0
"2632","Men's Tennis Clubhouse",0
"2633","Men's Tennis Clubhouse",0
"2634","Men's Tennis Clubhouse",0
"2635","Men's Tennis Clubhouse",0
"2636","Men's Tennis Clubhouse",0
"2637","Men's Tennis Clubhouse",0
"2638","Men's Tennis Clubhouse",0
"2639","Men's Tennis Clubhouse",0
"2640","Tennis Hall of Fame",0
"2641","Men's Tennis Clubhouse",0
"2642","Men's Tennis Clubhouse",0
"2643","Tennis Hall of Fame",0
"2644","Tennis Hall of Fame",0
"2645","Tennis Hall of Fame",0
"2646","Tennis Hall of Fame",0
"2647","Tennis Hall of Fame",0
"2648","Tennis Hall of Fame",0
"2649","Tennis Hall of Fame",0
"2650","Tennis Hall of Fame",0
"2651","Tennis Hall of Fame",0
"2652","Tennis Hall of Fame",0
"2653","Tennis Hall of Fame",0
"2654","Chicopee Building 4",0
"2655","Chicopee Building 4",0
"2656","Chicopee Building 4",0
"2657","Chicopee Building 4",0
"2658","Chicopee Building 4",0
"2659","Chicopee Building 4",0
"2660","Chicopee Building 4",0
"2661","Chicopee Building 4",0
"2662","Chicopee Building 4",0
"2663","Chicopee Building 4",0
"2664","Chicopee Building 4",0
"2665","Chicopee Building 4",0
"2666","Chicopee Building 4",0
"2667","Chicopee Building 4",0
"2668","Chicopee Building 4",0
"2669","Chicopee Building 4",0
"2670","Chicopee Building 4",0
"2671","Chicopee Building 4",0
"2672","Chicopee Building 4",0
"2673","Chicopee Building 4",0
"2674","Chicopee Building 4",0
"2675","Chicopee Building 4",0
"2676","Chicopee Building 4",0
"2677","Chicopee Building 4",0
"2678","Chicopee Building 4",0
"2679","Chicopee Building 4",0
"2680","Chicopee Building 4",0
"2681","Chicopee Building 4",0
"2682","Chicopee Building 4",0
"2683","Chicopee Building 4",0
"2684","Chicopee Building 4",0
"2685","Chicopee Building 4",0
"2686","Chicopee Building 4",0
"2687","Chicopee Building 4",0
"2688","Chicopee Building 4",0
"2689","Chicopee Building 4",0
"2690","Chicopee Building 4",0
"2691","Chicopee Building 4",0
"2692","Chicopee Building 4",0
"2693","Chicopee Building 4",0
"2694","Chicopee Building 4",0
"2695","Chicopee Building 4",0
"2696","Chicopee Building 4",0
"2697","Chicopee Building 4",0
"2698","Chicopee Building 4",0
"2699","Chicopee Building 4",0
"2700","Chicopee Building 8",0
"2701","Chicopee Building 8",0
"2702","Chicopee Building 8",0
"2703","Chicopee Building 8",0
"2704","Chicopee Building 8",0
"2705","Chicopee Building 8",0
"2706","Chicopee Building 8",0
"2707","Chicopee Building 8",0
"2708","Chicopee Building 8",0
"2709","Chicopee Building 8",0
"2710","Chicopee Building 8",0
"2711","Chicopee Building 8",0
"2712","Chicopee Building 8",0
"2713","Chicopee Building 8",0
"2714","Chicopee Building 8",0
"2715","Chemistry Annex",0
"2716","Brumby Hall",0
"2717","Speirs Hall",0
"2718","Boyd Graduate Research Center",0
"2719","Hoke Smith Cooperative Extension Building",0
"2720","Hoke Smith Annex",0
"2721","Geography and Geology Building",0
"2722","Aderhold Hall",0
"2723","Miller Plant Science",0
"2724","US Forest Service",0
"2725","US Forest Service",0
"2726",NA,0
